titel,zusammenfassung,content,url
Moldawien korrigiert Ergebnis von EU-Referendum leicht - news.ORF.at,,"Nach dem äußerst knappen EU-Referendum in der Ex-Sowjetrepublik Moldawien hat die Wahlkommission die Ergebnisse leicht zulasten der siegreichen proeuropäischen Befürworter korrigiert. Etwas mehr als 1.000 Ja-Stimmen fielen weg, die nun den Gegnern zugeschlagen wurden.
Nach neuem Stand stimmten 50,38 Prozent der Teilnehmer dafür, einen proeuropäischen Kurs unabänderlich als strategisches Ziel in der Verfassung festzuschreiben. Das waren 750.075 Ja-Stimmen gegen 738.799 Nein-Stimmen (49,62 Prozent).
Laut moldawischen Medien stimmten die Menschen in der Mehrheit der Regionen im Land gegen die Verfassungsänderung. Den Ausschlag in die andere Richtung gaben die Hunderttausenden Moldawier, die im Ausland leben – vor allem in der EU.
Am Ergebnis der am Sonntag parallel abgehaltenen Präsidentenwahl änderte sich nichts. Amtsinhaberin Maia Sandu kam auf 42,45 Prozent der Stimmen. Bei der zweiten Runde am 3. November wird der frühere Generalstaatsanwalt Alexandru Stoianoglo ihr Gegner sein.
Er erhielt 25,98 Prozent der Stimmen und trat für die traditionell starke Sozialistische Partei des prorussischen Ex-Präsidenten Igor Dodon an. Die Beteiligung an der Abstimmung über das Präsidentenamt lag nach Angaben der Wahlkommission bei 51,68 Prozent.
red, ORF.at/Agenturen",https://orf.at/stories/3373577/
